Date_Time,Scalar,BX,BY,BZ,Plasma Temperature(K),Proton Density(N/cm^3),Plasma Speed(km/s),Alpha/Proton Ratio,Flow Pressure,DST index
2023/1/1 0:00:00,5.6,-1.9,4.6,-0.7,111138,2.4,603,0.038,1.68,-23
2023/1/1 1:00:00,5,-3.9,-0.6,0.6,157287,2.6,582,0.046,1.74,-21
2023/1/1 2:00:00,5.2,-3.9,-1.2,1.5,143309,2.6,581,0.044,1.72,-23
2023/1/1 3:00:00,5,-3.4,1.5,0.4,138155,2.4,576,0.046,1.57,-26
2023/1/1 4:00:00,4.9,-2.4,2.7,0.7,130313,2.5,585,0.044,1.68,-26
2023/1/1 5:00:00,4.8,-3.5,0.8,1.7,125800,2.5,569,0.043,1.58,-23
2023/1/1 6:00:00,4.8,-4.6,-0.1,0.2,126272,2.3,548,0.042,1.35,-19
2023/1/1 7:00:00,4.8,-4.5,0.6,1,131445,2.2,543,0.045,1.28,-17
2023/1/1 8:00:00,4.8,-3.2,1.9,0.8,120878,2.4,553,0.042,1.43,-16
2023/1/1 9:00:00,4.9,-2.4,2.2,-1.8,101674,2.4,559,0.038,1.44,-15
2023/1/1 10:00:00,5,-3.2,2.7,0.9,83809,2.3,546,0.031,1.29,-19
2023/1/1 11:00:00,4.8,-3.8,-0.6,2.6,99753,2.4,541,0.048,1.4,-19
2023/1/1 12:00:00,4.7,-3.4,1.8,-0.1,120895,2.4,535,0.05,1.38,-17
2023/1/1 13:00:00,4.7,-2.6,2.8,-0.6,114336,2.7,537,0.047,1.54,-16
2023/1/1 14:00:00,4.7,-1.3,4.1,-0.9,103012,2.6,539,0.04,1.46,-20
2023/1/1 15:00:00,4.7,-2.6,3,-0.4,105619,2.6,522,0.042,1.38,-18
2023/1/1 16:00:00,4.5,-3.3,2.4,-0.4,124735,2.7,515,0.047,1.42,-19
2023/1/1 17:00:00,3.9,-1.1,2.1,-1.8,147645,2.9,525,0.048,1.59,-16
2023/1/1 18:00:00,4.2,0.1,1.8,-2.7,126711,3,523,0.043,1.61,-19
2023/1/1 19:00:00,4.8,0,2.7,-3.5,112862,2.9,523,0.042,1.55,-22
2023/1/1 20:00:00,3.5,-1.1,0.9,-0.9,162523,3.5,513,0.045,1.82,-24
2023/1/1 21:00:00,4.5,-4,1.1,1.2,149738,2.9,487,0.053,1.39,-19
2023/1/1 22:00:00,4.4,-3.6,-0.5,-1.3,137384,3,487,0.053,1.44,-12
2023/1/1 23:00:00,4.6,-1.8,0.6,-2.5,125401,3,499,0.044,1.47,-17
2023/1/2 0:00:00,4.6,-0.6,2.5,-2.2,122840,3.1,505,0.04,1.53,-17
2023/1/2 1:00:00,4.7,-1.1,3.1,-1.3,106846,3,503,0.038,1.46,-20
2023/1/2 2:00:00,4.6,-2,3.4,0.9,99071,3,500,0.042,1.46,-20
2023/1/2 3:00:00,4.6,-3.2,1.6,2.2,85018,2.8,486,0.04,1.28,-18
2023/1/2 4:00:00,4.8,-0.8,4,-0.6,85618,3,507,0.043,1.51,-15
2023/1/2 5:00:00,4.5,-3.4,1.1,2,86212,2.9,479,0.046,1.32,-19
2023/1/2 6:00:00,4.2,-3,2.1,1.2,73818,2.7,477,0.04,1.19,-18
2023/1/2 7:00:00,4.2,-3.4,1.8,1.5,63770,2.6,475,0.036,1.12,-13
2023/1/2 8:00:00,3.9,-3.3,1.3,1.3,68417,2.6,473,0.039,1.12,-9
2023/1/2 9:00:00,2.7,1.4,0.2,-1.3,94122,3.1,487,0.049,1.47,-6
2023/1/2 10:00:00,2.5,1.5,-0.5,-1.2,87577,3,478,0.045,1.35,-8
2023/1/2 11:00:00,3,-1.6,1.7,-0.7,85190,3,455,0.051,1.25,-12
2023/1/2 12:00:00,3.4,-0.3,-1.7,-2.7,72614,3.4,459,0.043,1.4,-10
2023/1/2 13:00:00,3.5,-0.1,0.8,-2.6,76904,3.8,456,0.042,1.54,-10
2023/1/2 14:00:00,3.9,1,3.4,0.9,56066,3.1,455,0.04,1.24,-15
2023/1/2 15:00:00,2.8,0.5,1.6,0.3,69746,3.3,443,0.045,1.28,-13
2023/1/2 16:00:00,2.5,-1.4,0.8,0,75615,4,423,0.061,1.49,-15
2023/1/2 17:00:00,3.4,-2,2.5,-0.2,62380,4.1,416,0.066,1.5,-15
2023/1/2 18:00:00,3.6,-1.4,2.5,-0.1,59769,4.4,416,0.069,1.62,-11
2023/1/2 19:00:00,3.5,-1.3,0.6,-1.5,65882,4.7,419,0.064,1.73,-8
2023/1/2 20:00:00,3.5,0.3,-0.1,-1.9,73645,4.4,418,0.065,1.62,-9
2023/1/2 21:00:00,3.7,1.3,0.9,-3.1,71164,4.5,418,0.064,1.65,-10
2023/1/2 22:00:00,3.9,0.7,-0.5,-3,72474,4.4,415,0.064,1.59,-8
2023/1/2 23:00:00,3.7,-0.3,2.4,-1.7,73063,4.4,414,0.056,1.54,-9
2023/1/3 0:00:00,3.2,-0.7,1.9,0.6,80324,4.6,414,0.053,1.6,-8
2023/1/3 1:00:00,3.4,-1.7,1.8,0.8,74410,4.2,409,0.046,1.39,-10
2023/1/3 2:00:00,3.9,-0.3,2.2,3,60560,4.2,415,0.04,1.4,-13
2023/1/3 3:00:00,3.8,-2,1.4,1.8,60649,3.9,402,0.041,1.23,-12
2023/1/3 4:00:00,3.3,0.3,0.6,-1.2,73376,3.8,415,0.04,1.27,-6
2023/1/3 5:00:00,3.3,0.7,2.6,0.1,71081,3.6,414,0.042,1.2,-5
2023/1/3 6:00:00,2.7,0,1.2,-1.1,80067,3.9,409,0.038,1.26,-5
2023/1/3 7:00:00,2.4,0.6,-0.1,-1.7,78052,3.8,409,0.043,1.24,-4
2023/1/3 8:00:00,2.7,2.1,-0.4,-0.5,70693,3.7,411,0.052,1.26,-4
2023/1/3 9:00:00,3,-0.3,2.3,1.2,65080,3.7,390,0.059,1.16,-5
2023/1/3 10:00:00,3,-0.6,2.7,0.2,69157,4,387,0.061,1.24,-2
2023/1/3 11:00:00,2.9,-0.4,2.3,-1,63887,4,387,0.056,1.22,-6
2023/1/3 12:00:00,2.7,-1.4,1.7,-0.3,67081,3.8,378,0.067,1.15,-10
2023/1/3 13:00:00,3.3,-3.1,0,-0.2,63483,3.7,366,0.08,1.09,-10
2023/1/3 14:00:00,3.3,-2.9,-0.6,0.7,66328,4.4,373,0.066,1.29,-9
2023/1/3 15:00:00,3.4,0.7,1,-2.5,59545,4.6,385,0.059,1.41,-9
2023/1/3 16:00:00,4.8,1.4,2,-3.1,50088,4.8,387,0.052,1.45,-13
2023/1/3 17:00:00,5.4,0.6,-0.3,-3.5,61460,5.4,390,0.053,1.66,-15
2023/1/3 18:00:00,6.4,-5.8,0.6,-0.5,78555,5.7,383,0.069,1.78,-16
2023/1/3 19:00:00,5.3,1.3,2.5,-0.9,86914,7.3,393,0.055,2.3,-14
2023/1/3 20:00:00,5.8,3.1,4.5,-0.6,88598,7.6,404,0.058,2.55,-8
2023/1/3 21:00:00,5.8,2.8,3.3,0.2,87751,8.7,409,0.059,3,3
2023/1/3 22:00:00,7.4,1.2,4.4,-1.2,117278,11.8,418,0.057,4.23,10
2023/1/3 23:00:00,9.1,1.6,5.1,-6,110663,13.6,426,0.054,5.01,0
2023/1/4 0:00:00,11.1,2.7,9.2,-4.5,74512,14.1,429,0.046,5.13,-7
2023/1/4 1:00:00,11.8,5.8,9.2,-4.4,38583,14.3,433,0.049,5.36,-5
2023/1/4 2:00:00,10.3,6.1,7.2,-3.8,38751,17.3,428,0.055,6.46,-12
2023/1/4 3:00:00,12.1,0.6,3.4,-10.3,18241,5.4,417,0.047,1.86,-27
2023/1/4 4:00:00,13,-1,5.6,-11.6,11536,3.2,410,0.044,1.06,-36
2023/1/4 5:00:00,14.2,-1.9,9.3,-10.5,12808,3.6,413,0.04,1.19,-39
2023/1/4 6:00:00,16.1,-2.6,11.2,-11.2,16386,3.3,418,0.034,1.09,-45
2023/1/4 7:00:00,17.3,-2.4,14.5,-9.1,26502,5.2,418,0.032,1.71,-53
2023/1/4 8:00:00,18.4,0,17.8,-4.2,14901,7.3,418,0.041,2.48,-58
2023/1/4 9:00:00,18.7,-0.6,18.6,-1.4,14856,7.1,416,0.035,2.34,-61
2023/1/4 10:00:00,18.8,-0.4,18.6,2.2,8636,5.3,410,0.054,1.81,-50
2023/1/4 11:00:00,18.8,-0.9,18.1,4.9,6326,4.6,401,0.064,1.55,-46
2023/1/4 12:00:00,18.7,-0.4,16.7,8.2,8101,3.8,400,0.059,1.25,-43
2023/1/4 13:00:00,18.2,-2.1,13.6,11.8,17297,4.9,402,0.067,1.68,-39
2023/1/4 14:00:00,16.8,-0.6,9.8,11.9,35285,12.2,398,0.06,4,-29
2023/1/4 15:00:00,15.4,1.1,9.5,10.7,28390,25.4,399,0.04,7.83,-15
2023/1/4 16:00:00,15.6,1.3,5.1,14.6,13834,23.8,397,0.059,7.74,-9
2023/1/4 17:00:00,15.8,0,6.8,14.1,21130,16.1,404,0.049,5.25,-9
2023/1/4 18:00:00,16.5,2.2,6.4,14.9,25436,11.6,400,0.064,3.89,-7
2023/1/4 19:00:00,16.8,1.4,1.6,16.5,24408,13.9,397,0.052,4.42,-2
2023/1/4 20:00:00,17.3,1.7,-0.5,17.1,19095,12.3,388,0.056,3.79,-2
2023/1/4 21:00:00,17.6,0.7,-2.8,17.3,16898,10.1,385,0.071,3.21,-1
2023/1/4 22:00:00,17.5,0.7,-4.7,16.7,22020,11.1,382,0.075,3.52,-2
2023/1/4 23:00:00,17,0.8,-7.5,15.1,35891,11.6,381,0.089,3.81,-2
2023/1/5 0:00:00,16.8,-0.3,-7.7,14.8,43391,12.6,382,0.087,4.14,1
2023/1/5 1:00:00,16.8,-0.2,-7.9,14.5,45593,12.9,381,0.088,4.23,1
2023/1/5 2:00:00,17.7,0.6,-9,15.2,25325,11.5,381,0.072,3.59,-1
2023/1/5 3:00:00,19.1,1.1,-10.1,16.2,21338,13,385,0.069,4.11,3
2023/1/5 4:00:00,20,1.7,-13.8,14.3,23628,14.2,388,0.066,4.51,8
2023/1/5 5:00:00,19.4,1.7,-14.8,12.4,30623,14.5,384,0.072,4.6,10
2023/1/5 6:00:00,19.3,0.4,-14.8,12.3,59208,17.1,381,0.029,4.63,11
2023/1/5 7:00:00,19.3,1.6,-16.7,9.5,65064,18.2,378,0.035,4.95,15
2023/1/5 8:00:00,18.3,1.4,-15.8,9.1,65744,17.7,377,0.045,4.96,16
2023/1/5 9:00:00,18.2,1.8,-16.8,6.3,42396,14.6,374,0.048,4.07,13
2023/1/5 10:00:00,16.9,2.4,-14.8,6,39049,14.1,368,0.049,3.81,11
2023/1/5 11:00:00,16.6,2.7,-13.2,3.7,34712,12.7,363,0.045,3.3,9
2023/1/5 12:00:00,15.6,0.7,-13,-7.5,42201,10.3,356,0.036,2.49,1
2023/1/5 13:00:00,14.4,0.7,-13.9,-3.4,48600,12.1,358,0.035,2.95,-4
2023/1/5 14:00:00,14.1,1,-11.3,-8.3,53004,7.4,353,0.027,1.71,-10
2023/1/5 15:00:00,13,1.2,-10.2,-8,59441,8.1,349,0.028,1.83,-8
2023/1/5 16:00:00,12.1,1,-10.4,-5.5,55675,9.1,355,0.039,2.21,-15
2023/1/5 17:00:00,11.9,2.6,-10.8,-3.5,52339,8.5,345,0.041,1.97,-18
2023/1/5 18:00:00,11.6,1.8,-10.5,-4.1,56847,7.7,351,0.036,1.81,-20
2023/1/5 19:00:00,11.1,0.9,-9.2,-4.9,70239,7.4,360,0.034,1.82,-22
2023/1/5 20:00:00,10.8,2.4,-9.2,-3.6,66345,6.9,345,0.033,1.55,-24
2023/1/5 21:00:00,11.3,3.1,-10,-2.9,86348,6,342,0.024,1.28,-26
2023/1/5 22:00:00,11,2.8,-10.5,-0.5,96860,5,344,0.027,1.09,-26
2023/1/5 23:00:00,8.9,-0.7,-6,6.1,308427,4.4,355,0.074,1.2,-23
2023/1/6 0:00:00,8.4,0.2,-5,5.7,9999999,4.4,352,0.062,1.14,-19
2023/1/6 1:00:00,8.2,-1.7,-2.3,7.2,243193,4.1,357,0.056,1.07,-16
2023/1/6 2:00:00,8.5,1.1,-3.8,7.2,227973,4.2,340,0.066,1.02,-17
2023/1/6 3:00:00,10,-0.3,-6.6,6.2,239434,3.9,358,0.051,1.01,-17
2023/1/6 4:00:00,10.9,0.7,-9.4,5.4,9999999,3,358,0.036,0.73,-20
2023/1/6 5:00:00,10.8,0.1,-8.8,5.6,207216,2.5,358,0.069,0.68,-21
2023/1/6 6:00:00,10.5,-1.2,-7.8,5.9,153073,3.7,364,0.035,0.93,-17
2023/1/6 7:00:00,10.9,-2.1,-10.3,0.4,197762,3.8,367,0.029,0.95,-12
2023/1/6 8:00:00,11.3,0.3,-10.4,3.8,115180,3,366,0.028,0.75,-11
2023/1/6 9:00:00,11.5,1.3,-10.3,3.9,155515,4.4,351,0.019,0.97,-9
2023/1/6 10:00:00,11.5,1.9,-10.7,3.3,125038,3.2,362,0.026,0.77,-8
2023/1/6 11:00:00,11.2,-4.1,-8.5,5.2,83102,3.5,394,0.014,0.96,-9
2023/1/6 12:00:00,9.1,-1.9,-6.2,5.8,236454,3.6,393,0.04,1.08,-9
2023/1/6 13:00:00,9.4,-1,-8.3,3.2,185441,3.1,396,0.03,0.91,-8
2023/1/6 14:00:00,10,-2,-6.1,7.3,128311,2.9,397,0.024,0.84,-9
2023/1/6 15:00:00,10.2,-2.3,-5.9,7.3,94752,2.6,400,0.013,0.73,-8
2023/1/6 16:00:00,10.6,-1.5,-7.4,6.8,159954,1.7,406,0.018,0.5,-8
2023/1/6 17:00:00,10.8,-0.4,-8.8,6.2,214917,1.8,398,0.015,0.5,-10
2023/1/6 18:00:00,10.9,-0.3,-8.8,6,220779,1.9,408,0.016,0.56,-9
2023/1/6 19:00:00,10.5,-1.1,-8.6,5.2,185869,2.1,427,0.01,0.67,-8
2023/1/6 20:00:00,9.3,-0.9,-6.4,3.5,112006,2.8,442,0.034,1.04,-2
2023/1/6 21:00:00,9,2.9,-6.6,0.4,183416,3,452,0.033,1.16,0
2023/1/6 22:00:00,7.3,-0.1,-4.9,0.9,251850,4.1,451,0.037,1.6,4
2023/1/6 23:00:00,8.8,1.7,-7.8,1,216534,3.8,453,0.034,1.48,3
2023/1/7 0:00:00,8.1,-2.6,-5.3,3.7,171134,3.5,451,0.028,1.32,2
2023/1/7 1:00:00,7.7,3.9,-6.4,-0.7,131298,3.2,446,0.03,1.19,-1
2023/1/7 2:00:00,7.6,0.3,-6.4,3.2,111183,3.8,447,0.032,1.43,-3
2023/1/7 3:00:00,7.4,0.8,-6.9,1.8,92750,3.9,442,0.039,1.47,-3
2023/1/7 4:00:00,6.9,3.6,-4.5,-0.3,103288,3.8,426,0.054,1.4,-3
2023/1/7 5:00:00,7,1,-6,-0.1,109300,4.4,445,0.048,1.73,-4
2023/1/7 6:00:00,7.1,6,-3.2,-0.5,84013,3.6,398,0.047,1.13,-1
2023/1/7 7:00:00,7.2,3.2,-5.4,1.9,69612,3.8,417,0.045,1.3,2
2023/1/7 8:00:00,8,4.8,-5.2,2.6,46764,3.8,407,0.043,1.23,4
2023/1/7 9:00:00,7.8,2.8,-5.4,4.5,50690,4.1,419,0.042,1.4,6
2023/1/7 10:00:00,7,4.8,-2.3,4.4,72673,4.2,405,0.052,1.39,5
2023/1/7 11:00:00,7,0.3,-3.8,5.1,67451,4.3,425,0.042,1.51,2
2023/1/7 12:00:00,7,-2.3,-5.2,3.6,55848,4.3,441,0.037,1.6,1
2023/1/7 13:00:00,6.8,2.7,-3,4.3,66216,4.3,404,0.041,1.36,2
2023/1/7 14:00:00,7,2.3,-3.8,5,57863,4.2,408,0.042,1.36,4
2023/1/7 15:00:00,7,2.2,-5.6,0.6,77623,4.7,412,0.045,1.57,6
2023/1/7 16:00:00,6.8,5.5,1.9,-0.9,77152,4.2,391,0.052,1.3,6
2023/1/7 17:00:00,6.9,3.3,-2.5,2.2,80714,4.5,407,0.044,1.46,-2
2023/1/7 18:00:00,6.8,2.6,-3.9,4,81663,4.6,413,0.037,1.5,-3
2023/1/7 19:00:00,6.7,2.5,-3.3,3.4,93306,4.7,416,0.037,1.56,-1
2023/1/7 20:00:00,7.1,4.9,-3.1,2,76051,4.6,398,0.033,1.38,1
2023/1/7 21:00:00,6.6,1.8,-0.5,5.5,102907,5.1,420,0.035,1.71,1
2023/1/7 22:00:00,6.2,3.8,-1.2,1.9,100219,4.9,405,0.038,1.55,3
2023/1/7 23:00:00,6.2,3.7,0.8,3.1,96426,5.1,405,0.034,1.59,3
2023/1/8 0:00:00,6,2.4,-4,-1.3,104024,5.2,409,0.035,1.66,3
2023/1/8 1:00:00,5.8,3.9,-0.5,-2.5,100793,5,398,0.034,1.5,-2
2023/1/8 2:00:00,999.9,999.9,999.9,999.9,99328,4.9,380,0.035,1.35,-9
2023/1/8 3:00:00,6.7,2.9,-4.4,-4.1,9999999,999.9,9999,9.999,99.99,-11
2023/1/8 4:00:00,6.3,-0.1,-6,0.2,9999999,999.9,9999,9.999,99.99,-16
2023/1/8 5:00:00,6.4,4.5,-4.3,0.8,9999999,999.9,9999,9.999,99.99,-19
2023/1/8 6:00:00,6.4,2.8,-2.7,3.9,9999999,999.9,9999,9.999,99.99,-15
2023/1/8 7:00:00,6.9,4.2,-4.5,1.7,9999999,999.9,9999,9.999,99.99,-3
2023/1/8 8:00:00,7.2,1.7,-4.4,5.1,9999999,999.9,9999,9.999,99.99,6
2023/1/8 9:00:00,5,2.7,0.5,-3.4,9999999,999.9,9999,9.999,99.99,8
2023/1/8 10:00:00,5.9,3.1,0.8,-3.7,9999999,999.9,9999,9.999,99.99,7
2023/1/8 11:00:00,5.7,2.1,-3.7,-3.6,9999999,999.9,9999,9.999,99.99,-3
2023/1/8 12:00:00,6,2.6,-4.9,-2,9999999,999.9,9999,9.999,99.99,-6
2023/1/8 13:00:00,6,2.9,-3.1,-3.5,9999999,999.9,9999,9.999,99.99,-9
2023/1/8 14:00:00,5.8,4,-3.3,-1.2,9999999,999.9,9999,9.999,99.99,-8
2023/1/8 15:00:00,5.8,3.6,-3.9,-0.9,76889,5,392,0.046,1.52,-7
2023/1/8 16:00:00,5.7,3.1,-3.3,1.4,82132,5.1,394,0.041,1.54,-11
2023/1/8 17:00:00,5.8,1.9,-4.4,1.8,64513,5,400,9.999,1.6,-11
2023/1/8 18:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,-8
2023/1/8 19:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,-1
2023/1/8 20:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,3
2023/1/8 21:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,5
2023/1/8 22:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,4
2023/1/8 23:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,-1
2023/1/9 0:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,-3
2023/1/9 1:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,-3
2023/1/9 2:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,-4
2023/1/9 3:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,-3
2023/1/9 4:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,3
2023/1/9 5:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,5
2023/1/9 6:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,4
2023/1/9 7:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,4
2023/1/9 8:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,3
2023/1/9 9:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,4
2023/1/9 10:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,7
2023/1/9 11:00:00,999.9,999.9,999.9,999.9,9999999,999.9,9999,9.999,99.99,9
2023/1/9 12:00:00,6.2,4.4,-3.5,-0.6,34740,4.8,347,0.051,1.16,8
2023/1/9 13:00:00,5.9,4.1,-2.6,-2.7,36814,4.8,345,0.049,1.14,4
2023/1/9 14:00:00,5.2,3,-3.4,-1.5,49135,5.9,351,0.05,1.46,2
2023/1/9 15:00:00,5.3,3.2,-3.4,-2.1,46296,5.9,347,0.049,1.42,2
2023/1/9 16:00:00,5.6,3.2,-1.9,-3.4,37429,5.5,346,0.049,1.32,-1
2023/1/9 17:00:00,5.8,2.3,-3.6,-2.5,34514,6,350,0.043,1.44,-2
2023/1/9 18:00:00,5.8,2.6,-4.1,-2.3,32416,5.9,346,0.043,1.38,-6
2023/1/9 19:00:00,6,5.2,-2.6,0.9,25165,5.5,328,0.057,1.21,-8
2023/1/9 20:00:00,6.1,4.5,-2.4,-0.9,33878,6.2,335,0.042,1.36,-5
2023/1/9 21:00:00,6.1,4.4,-3.7,0.1,28060,7.2,335,0.027,1.5,-2
2023/1/9 22:00:00,6.7,4.9,-3.4,1.3,24174,6.9,332,0.02,1.37,-1
2023/1/9 23:00:00,6.3,2.7,-2.8,1.8,21295,8.8,329,0.025,1.75,1
2023/1/10 0:00:00,5.5,3.3,-3.2,-0.6,51173,9.8,331,0.035,2.04,2
2023/1/10 1:00:00,6.6,3,-5.1,2.3,64168,9.4,341,0.037,2.1,1
2023/1/10 2:00:00,7,4.7,-4.5,0,65370,9.8,341,0.038,2.19,1
2023/1/10 3:00:00,7.5,2.8,-3.1,5.4,68163,10.1,359,0.037,2.5,4
2023/1/10 4:00:00,7.4,4.4,-4.9,2.2,81657,9.4,353,0.049,2.34,7
2023/1/10 5:00:00,7.1,3.6,-4.6,3.2,97480,9.8,355,0.052,2.49,9
2023/1/10 6:00:00,8.2,4.4,-5.8,3.1,88240,9.1,367,0.039,2.37,9
2023/1/10 7:00:00,8.5,4.9,-5.4,2.9,85253,9.1,363,0.041,2.33,10
2023/1/10 8:00:00,8.4,5.2,-5.1,2.2,98248,9.7,367,0.052,2.64,12
2023/1/10 9:00:00,8.1,3.9,-4.5,3.4,110359,10.3,373,0.056,2.93,12
2023/1/10 10:00:00,8.7,4.9,-6,2.7,107459,10.6,366,0.057,2.91,13
2023/1/10 11:00:00,7.6,5.2,-1.3,2.5,124674,10.2,361,0.071,2.85,10
2023/1/10 12:00:00,7.6,4.9,-3.4,2.7,124471,9.9,359,0.064,2.68,9
2023/1/10 13:00:00,7.4,5.5,-0.8,-2.5,125928,9.8,357,0.067,2.64,11
2023/1/10 14:00:00,6.9,2,0.8,-5.1,139520,10.2,371,0.05,2.81,12
2023/1/10 15:00:00,7,3.5,-5.2,-0.1,133516,10,365,0.057,2.73,3
2023/1/10 16:00:00,7.6,1.4,-1.5,-0.9,113488,9.9,373,0.047,2.73,-2
2023/1/10 17:00:00,8.1,-2.7,7.3,-1.8,79332,9.6,388,0.042,2.82,-4
2023/1/10 18:00:00,6.6,-1.7,5.4,-0.7,110397,10.6,379,0.04,2.95,-5
2023/1/10 19:00:00,7.4,4.2,0.3,3.1,122736,9.8,365,0.058,2.69,-4
2023/1/10 20:00:00,8.7,4.7,-6.9,1.4,116069,8.5,366,0.063,2.38,-2
2023/1/10 21:00:00,8.6,4.6,-6.7,0.7,119499,8.9,369,0.068,2.57,-3
2023/1/10 22:00:00,7.8,3.9,-5.6,-1.4,125759,8.6,372,0.073,2.57,-3
2023/1/10 23:00:00,8.2,3.3,-6.6,0.1,132585,8.6,375,0.057,2.48,-5
2023/1/11 0:00:00,7.5,1.2,-4,-2.3,149726,8.9,389,0.054,2.73,-5
2023/1/11 1:00:00,8.4,3.9,-6.7,2.1,139981,8,375,0.062,2.34,-8
2023/1/11 2:00:00,8,5.1,-3.9,3.5,140606,7.5,370,0.067,2.17,-6
2023/1/11 3:00:00,7.4,5.1,0.4,-0.2,166152,8.8,379,0.065,2.66,-3
