Date_Time,Scalar,BX,BY,BZ,Plasma Temperature(K),Proton Density(N/cm^3),Plasma Speed(km/s),Alpha/Proton Ratio,Flow Pressure,DST index
2023/1/21 13:00:00,6.6,3,2,-4.2,413640,3.9,496,0.032,1.81,-7
2023/1/21 14:00:00,6.1,1,2.7,-0.3,374771,3.8,486,0.031,1.68,-7
2023/1/21 15:00:00,5.9,1.4,2.7,-3,276470,4,456,0.031,1.56,-6
2023/1/21 16:00:00,6,2.7,3.7,-2.6,256440,3.6,503,9.999,1.82,-13
2023/1/21 17:00:00,6.6,4.6,0.9,-4.4,9999999,999.9,9999,9.999,99.99,-14
2023/1/21 18:00:00,5.1,0.2,4.6,1.4,9999999,3.4,455,0.053,1.42,-16
2023/1/21 19:00:00,5.1,-1.2,1.7,-3.2,234237,3.6,453,0.049,1.48,-12
2023/1/21 20:00:00,4.3,-2.1,-1.1,-1.5,243073,3.7,444,0.036,1.39,-11
2023/1/21 21:00:00,5.3,-3.1,3.2,1.4,193915,3.5,435,0.038,1.27,-10
2023/1/21 22:00:00,5.2,-2.7,3.1,-0.8,191244,3.5,434,0.038,1.27,-3
2023/1/21 23:00:00,4.6,-0.3,3.3,0.1,177348,3.3,441,0.031,1.2,-2
2023/1/22 0:00:00,3.6,1.8,0.7,-1,167680,3.9,445,0.026,1.42,0
2023/1/22 1:00:00,3.8,-0.9,2.5,-0.2,153666,4.1,428,0.026,1.38,1
2023/1/22 2:00:00,4.3,-2.6,2.9,0.3,146975,3.5,415,0.029,1.12,-2
2023/1/22 3:00:00,4.4,-3,1.7,-1.6,79025,3.1,388,0.029,0.87,-4
2023/1/22 4:00:00,4.7,-1.5,3.9,-0.9,104650,3.5,409,0.027,1.08,-5
2023/1/22 5:00:00,5.6,-2.8,1.9,-2.8,79341,3.4,400,0.025,1,-7
2023/1/22 6:00:00,5.8,-2.3,3.6,-1.7,86555,3.5,412,0.026,1.1,-8
2023/1/22 7:00:00,6.3,-1.5,5.1,1.9,82538,4.1,412,0.023,1.27,-6
2023/1/22 8:00:00,6.3,0.5,5.4,-2.8,90588,3.9,421,0.027,1.28,-5
2023/1/22 9:00:00,6,-2.9,3.7,-0.7,67739,3.6,393,0.026,1.03,-11
2023/1/22 10:00:00,5.9,-1.1,3.6,0.7,86816,3.7,414,0.029,1.18,-12
2023/1/22 11:00:00,6.6,0.3,5.1,-2.5,65170,3.4,432,0.026,1.17,-12
2023/1/22 12:00:00,6.6,-1.4,5.8,0.1,76880,3.3,415,0.032,1.07,-16
2023/1/22 13:00:00,6.5,-2.1,3.4,-0.6,75405,3.3,408,0.034,1.04,-12
2023/1/22 14:00:00,6.3,-0.8,2.6,-5.4,98200,3.6,421,0.033,1.21,-8
2023/1/22 15:00:00,6,-2.7,3.7,0.1,115869,3.7,407,0.038,1.18,-8
2023/1/22 16:00:00,6.6,-2.3,2.4,-3.7,126130,4.2,418,0.038,1.41,-7
2023/1/22 17:00:00,6.9,-2.5,2.8,-5.3,122340,3.9,422,0.04,1.35,-9
2023/1/22 18:00:00,6.7,-3.8,3.5,-1.1,102612,3.4,399,0.04,1.05,-14
2023/1/22 19:00:00,6.6,0.9,2.3,-5.3,103321,3.7,443,0.032,1.37,-10
2023/1/22 20:00:00,6.6,-2.1,4.9,-2,113243,3.3,427,0.034,1.14,-8
2023/1/22 21:00:00,6.7,-2.5,5.6,2,120834,2.8,423,0.033,0.95,-12
2023/1/22 22:00:00,6.5,-3.1,4.9,2.1,131953,2.8,417,0.038,0.94,-10
2023/1/22 23:00:00,6.1,-5.5,2,0.5,104234,2.1,381,0.042,0.59,-12
2023/1/23 0:00:00,5.9,-3.6,3.5,-0.1,119146,2.5,407,0.037,0.79,-13
2023/1/23 1:00:00,6.3,-3.7,3.1,2.9,95116,2.6,405,0.029,0.79,-13
2023/1/23 2:00:00,6.5,-2,2.3,5.5,87450,2.7,424,0.026,0.89,-10
2023/1/23 3:00:00,7.1,-1.6,1.5,6.1,106207,3.2,438,0.027,1.14,-3
2023/1/23 4:00:00,10.4,-0.4,6.2,5.5,206634,5.1,490,0.034,2.32,7
2023/1/23 5:00:00,10.9,-0.7,4.3,7.4,197475,4.7,487,0.027,2.06,6
2023/1/23 6:00:00,10.4,3.7,3,6.7,241314,4.1,516,0.024,2,6
2023/1/23 7:00:00,10.1,3.1,-0.6,9.1,202693,3.7,512,0.026,1.79,5
2023/1/23 8:00:00,8.8,-0.6,1.3,3.3,210392,3.7,484,0.018,1.55,3
2023/1/23 9:00:00,9.1,3.3,-1.8,7.7,156753,3.1,509,0.009,1.39,-2
2023/1/23 10:00:00,8.8,3.9,-2.3,7.2,189451,2.8,511,0.008,1.26,-1
2023/1/23 11:00:00,8.2,-1.3,2.5,4.9,270782,3,454,0.025,1.14,-2
2023/1/23 12:00:00,6.9,-1.1,4.2,-0.9,302150,2.9,452,0.069,1.26,-6
2023/1/23 13:00:00,7.9,-0.1,3.1,-7,283945,2.2,464,0.031,0.89,-6
2023/1/23 14:00:00,7.8,-1.6,-1.3,-6.5,265142,2.3,437,0.022,0.8,-7
2023/1/23 15:00:00,7.1,-2.7,1.6,-5.1,305475,2.3,412,0.038,0.75,-15
2023/1/23 16:00:00,7.2,-4.6,4.5,-2.3,130188,1.5,392,0.041,0.45,-24
2023/1/23 17:00:00,6.8,-4.3,4.1,-3.1,114613,1.3,389,0.044,0.39,-27
2023/1/23 18:00:00,6.1,-4.3,2.2,-3.4,119817,1.4,379,0.07,0.43,-24
2023/1/23 19:00:00,6.1,-3.7,2.2,-3.9,97413,2.2,414,0.016,0.67,-21
2023/1/23 20:00:00,6.1,-2.7,1,-4.4,85775,2.1,435,9.999,0.79,-23
2023/1/23 21:00:00,6,-2.9,4.1,-3,82975,1.6,425,0.028,0.54,-24
2023/1/23 22:00:00,5.2,-3.4,2.1,-2.8,165984,2.3,430,0.027,0.79,-15
2023/1/23 23:00:00,4.5,-2.6,1.5,2,146971,2.8,433,0.043,1.03,-15
2023/1/24 0:00:00,5.1,-1.2,0.6,3.6,130720,3.1,446,0.037,1.18,-12
2023/1/24 1:00:00,4.8,-2.5,-0.1,3.4,127271,2.9,431,0.04,1.04,-9
2023/1/24 2:00:00,4.8,-1.6,1.5,3.2,116695,2.9,437,0.041,1.08,-6
2023/1/24 3:00:00,4.6,-3.3,1.4,1.8,104343,2.8,419,0.045,0.97,-7
2023/1/24 4:00:00,4.9,-3.8,1.1,1.4,102136,2.7,421,0.041,0.93,-6
2023/1/24 5:00:00,5,-3.9,1.4,-1.2,91506,2.6,415,0.041,0.87,-3
2023/1/24 6:00:00,5.1,-3.2,0.1,-1.8,86727,2.6,423,0.041,0.9,-4
2023/1/24 7:00:00,5,-3.9,1.4,1.7,85391,2.7,414,0.043,0.91,-4
2023/1/24 8:00:00,5.3,-5.2,0.6,0.3,94546,2.8,410,0.037,0.9,-5
2023/1/24 9:00:00,5.2,-4.8,-1.2,-0.1,73410,2.5,401,0.042,0.78,-6
2023/1/24 10:00:00,5.4,-4.3,1.1,-1.6,73778,2.7,409,0.042,0.88,-8
2023/1/24 11:00:00,5.3,-4.4,1.6,0,72024,2.8,405,0.04,0.89,-9
2023/1/24 12:00:00,5.4,-4.9,-1.7,-1.1,61729,3,402,0.036,0.93,-8
2023/1/24 13:00:00,5.2,-4.5,-1.4,-1.8,54547,3.1,402,0.034,0.95,-9
2023/1/24 14:00:00,5.3,-4.4,-2.1,-1.2,48885,2.9,400,0.034,0.88,-7
2023/1/24 15:00:00,5.4,-5.1,-0.8,-1.2,44142,2.9,393,0.035,0.85,-4
2023/1/24 16:00:00,5.4,-4.4,-2.5,0.8,49196,2.5,394,0.037,0.74,-5
2023/1/24 17:00:00,5.4,-3.9,1,-0.6,47201,2.3,398,0.037,0.7,-4
2023/1/24 18:00:00,5.2,-3.5,2.2,1.7,61124,2.4,405,0.039,0.76,-3
2023/1/24 19:00:00,5.5,-1.3,3.8,3,51388,2.7,429,0.03,0.93,-2
2023/1/24 20:00:00,5.7,-2.8,4.2,1.4,57849,2.4,413,0.034,0.78,0
2023/1/24 21:00:00,5.9,-1.2,5.4,1.5,54239,3,428,0.03,1.03,3
2023/1/24 22:00:00,5.7,-2.9,4.7,0,45689,2.8,409,0.028,0.87,2
2023/1/24 23:00:00,6.2,-4.4,-0.7,0.9,53915,2.6,400,0.032,0.78,0
2023/1/25 0:00:00,6.6,-5.3,-1.2,3.3,46003,2.5,390,0.037,0.73,-1
2023/1/25 1:00:00,6.6,-4.9,0.9,2.3,54005,2.8,397,0.029,0.82,-1
2023/1/25 2:00:00,7.1,-2.8,5.9,-0.6,63061,2.4,426,0.021,0.79,-3
2023/1/25 3:00:00,7.3,-2.9,6.6,0.5,62885,2.2,424,0.019,0.71,-3
2023/1/25 4:00:00,7.2,-3,5.4,2.3,78610,2.4,419,0.023,0.77,-1
2023/1/25 5:00:00,7.1,-3.1,5.8,0.9,76271,2.4,418,0.021,0.76,2
2023/1/25 6:00:00,6.8,-3,5.8,1.2,77302,2.5,416,0.024,0.79,3
2023/1/25 7:00:00,6.7,-3.7,4.6,-0.2,78488,2.4,406,0.027,0.73,4
2023/1/25 8:00:00,7,-4.9,3,0.8,83020,2.2,398,0.034,0.66,4
2023/1/25 9:00:00,7,-3.5,3.6,-2.4,92238,2.7,415,0.029,0.87,2
2023/1/25 10:00:00,6.8,-3.8,0.4,-3.4,98442,2.7,412,0.03,0.86,1
2023/1/25 11:00:00,6.8,-2.9,2.1,1.8,115684,3,431,0.028,1.03,-7
2023/1/25 12:00:00,7.1,-4.2,2,0,74455,2.6,408,0.033,0.82,-6
2023/1/25 13:00:00,7.5,-4.3,1.2,-5,64203,2.7,414,0.028,0.86,-8
2023/1/25 14:00:00,7.8,-5.1,0.1,-5.5,68771,2.9,403,0.027,0.87,-15
2023/1/25 15:00:00,7.7,-5.3,3.6,-3.4,71455,2.8,398,0.029,0.83,-17
2023/1/25 16:00:00,7.7,-6.5,2.9,-1.6,55426,2.4,376,0.035,0.65,-21
2023/1/25 17:00:00,7.6,-5.3,3.6,2.1,75033,2.8,391,0.032,0.81,-13
2023/1/25 18:00:00,7.8,0,4,5.8,70433,4.1,430,0.029,1.41,-3
2023/1/25 19:00:00,7.9,-1.5,2.5,4.3,75429,4.2,427,0.026,1.41,-1
2023/1/25 20:00:00,7.3,-5.6,3.1,-2.8,61993,6,411,0.029,1.89,3
2023/1/25 21:00:00,7.1,-5.3,3.3,0.9,66687,5.8,412,0.035,1.87,2
2023/1/25 22:00:00,7.1,-3.8,5,-1.8,70092,6.2,420,0.032,2.06,2
2023/1/25 23:00:00,7.3,-4.3,4.3,-2.1,72241,6.6,424,0.033,2.24,-3
2023/1/26 0:00:00,7.2,-4.8,4.5,0.7,86023,6.6,420,0.044,2.29,-5
2023/1/26 1:00:00,7.4,-3.7,4.2,2.6,99290,7.4,427,0.05,2.7,0
2023/1/26 2:00:00,7.3,-4.4,4.3,-1.9,97750,7.3,422,0.049,2.6,2
2023/1/26 3:00:00,8.6,-5.9,4.6,-2.9,88611,7.2,426,0.046,2.58,1
2023/1/26 4:00:00,8.1,-3.9,5.4,-0.8,117236,9.7,443,0.051,3.83,3
2023/1/26 5:00:00,7.3,-2.1,3.3,1,135572,10.4,449,0.05,4.2,7
2023/1/26 6:00:00,8.9,-6.8,3.7,-3,145051,7.8,464,0.055,3.42,6
2023/1/26 7:00:00,8.7,-7.2,3.4,-2.5,154842,7.9,462,0.064,3.54,5
2023/1/26 8:00:00,7.2,-2.6,4,-1.3,170069,8.4,479,0.051,3.88,1
2023/1/26 9:00:00,9,-4.3,5.8,-4.4,136335,8.1,471,0.054,3.65,-3
2023/1/26 10:00:00,8.7,-5.4,5.6,-1.3,145549,8.8,468,0.056,3.94,-11
2023/1/26 11:00:00,8.1,-4.8,3.1,3.7,154381,9.1,465,0.059,4.06,-12
2023/1/26 12:00:00,8.5,-5.5,5.7,-0.7,155120,8.1,470,0.055,3.65,-4
2023/1/26 13:00:00,7.7,-5.9,4.5,-0.7,197843,6.6,497,0.078,3.57,-3
2023/1/26 14:00:00,7.7,-4.3,5.5,-0.1,193755,6.2,507,0.068,3.39,-1
2023/1/26 15:00:00,7.5,-4.5,3.6,0.9,181528,5.4,505,0.064,2.89,3
2023/1/26 16:00:00,8.8,-6,4.3,2.9,151153,4.2,487,0.059,2.06,1
2023/1/26 17:00:00,9,-7,3.6,-3.7,151162,4.3,481,0.052,2.01,0
2023/1/26 18:00:00,9.4,-3.4,3.1,4.6,134154,4.8,509,0.04,2.41,-4
2023/1/26 19:00:00,7.8,2.6,-2,5.8,193350,6,551,0.026,3.36,-1
2023/1/26 20:00:00,7.9,-1.5,-2.6,6.8,186438,5.4,542,0.024,2.9,0
2023/1/26 21:00:00,8.4,-3.4,3.6,6.2,224856,5,532,0.025,2.6,0
2023/1/26 22:00:00,8.1,-3,2.7,4.6,279922,3.6,547,0.026,1.99,-3
2023/1/26 23:00:00,7.6,-4.1,5,2.6,301623,2.5,536,0.034,1.36,-8
2023/1/27 0:00:00,7.2,-3,5.4,-0.5,308613,2.3,534,0.03,1.23,-9
2023/1/27 1:00:00,7.1,-4,4.9,0,251937,2.1,529,0.027,1.09,-10
2023/1/27 2:00:00,7.5,-4,2.5,3.9,184163,2.1,530,0.031,1.11,-8
2023/1/27 3:00:00,7.3,-2.4,1.8,5.5,199044,2.6,558,0.023,1.48,-6
2023/1/27 4:00:00,7.8,-2.9,-1.9,6.5,172195,2.8,561,0.023,1.61,0
2023/1/27 5:00:00,8.4,-5.1,2.8,5.5,186950,2.9,546,0.031,1.62,3
2023/1/27 6:00:00,8.8,-7,4.8,1.6,146229,2.5,522,9.999,1.36,1
2023/1/27 7:00:00,8.2,-7.1,3.5,-1.6,144632,2.4,514,9.999,1.27,1
2023/1/27 8:00:00,8.6,-6.4,5.1,-1.9,152468,2.5,525,0.025,1.27,0
2023/1/27 9:00:00,8.5,-7.4,0.6,-3.9,136351,2.3,514,0.031,1.14,-6
2023/1/27 10:00:00,7,-5.2,0.1,-2.5,148150,1.9,524,0.025,0.96,-16
2023/1/27 11:00:00,6.1,-4.4,3.9,0.3,218284,2,560,9.999,1.25,-19
2023/1/27 12:00:00,5.5,-3.1,3.7,-0.1,206880,2.1,574,9.999,1.38,-10
2023/1/27 13:00:00,4.8,-3.4,0.5,-1.2,264755,1.8,554,9.999,1.1,-5
2023/1/27 14:00:00,4.9,-3.9,1.7,-0.7,229522,1.9,553,9.999,1.16,-8
2023/1/27 15:00:00,4.7,-2.6,2.8,-1,241086,2.3,562,9.999,1.45,-5
2023/1/27 16:00:00,4.6,-3.8,0.9,-2.1,197201,1.7,537,9.999,0.98,-4
2023/1/27 17:00:00,4.6,-3.9,1.3,1,169317,1.9,538,9.999,1.1,-1
2023/1/27 18:00:00,5.2,-4.8,0.5,0.8,178849,2.1,531,9.999,1.18,1
2023/1/27 19:00:00,6,-5.8,-0.2,0.5,193197,3.1,536,0.016,1.58,4
2023/1/27 20:00:00,5.8,-5.7,0.3,0.4,172350,2.3,518,9.999,1.23,3
2023/1/27 21:00:00,5.7,-5.4,1.4,0.4,166936,2.8,521,9.999,1.52,0
2023/1/27 22:00:00,5.5,-3,2.4,-1.7,169082,2.7,526,0.022,1.36,3
2023/1/27 23:00:00,6,-0.5,1.1,-3,113357,2.7,533,0.018,1.37,-3
2023/1/28 0:00:00,6.7,-1.3,3.5,-4.9,68991,2.5,511,0.016,1.16,-14
2023/1/28 1:00:00,6.5,-2.6,3.1,-4.8,65282,2.3,499,0.017,1.02,-21
2023/1/28 2:00:00,6.3,-2.9,4.6,-1.4,94168,2.6,510,0.029,1.26,-22
2023/1/28 3:00:00,6.1,-4.2,3.6,1.7,116690,3.2,510,0.038,1.6,-15
2023/1/28 4:00:00,5.5,-3.8,2.9,0.1,143646,3.2,519,0.045,1.7,-8
2023/1/28 5:00:00,5.6,-3,3.2,-1.4,125249,3.6,534,0.029,1.91,-10
2023/1/28 6:00:00,5.8,-4.1,2.5,0.8,122728,3.5,530,0.03,1.84,-11
2023/1/28 7:00:00,5.8,-3.4,0.8,0,114088,3.3,543,0.031,1.83,-8
2023/1/28 8:00:00,6.5,-2.7,5.6,0.8,98101,3.5,532,0.023,1.81,-6
2023/1/28 9:00:00,6.2,-2,5.6,0.8,105658,3.3,536,0.026,1.75,-5
2023/1/28 10:00:00,6.2,-1.8,5.5,1,105613,3.2,532,0.028,1.68,-6
2023/1/28 11:00:00,5.9,-2.7,4.5,0.6,113990,3.1,528,0.033,1.63,-6
2023/1/28 12:00:00,5.3,-2.2,3.2,-0.4,148191,3.6,544,0.04,2.06,-4
2023/1/28 13:00:00,4.7,-1,2.1,1.4,149980,3.7,552,0.038,2.17,1
2023/1/28 14:00:00,4.8,-1.8,0.8,1.3,142999,3.8,528,0.032,2,5
2023/1/28 15:00:00,4.9,-1.8,2.6,-1,126298,3.5,519,0.032,1.78,7
2023/1/28 16:00:00,4.7,-0.4,3.9,-1.4,154845,3.3,541,0.039,1.86,4
2023/1/28 17:00:00,4.8,-4,1.9,-0.1,143548,3.1,504,0.039,1.52,2
2023/1/28 18:00:00,5.1,-3.8,0.7,-1.9,147352,3.5,508,0.036,1.73,2
2023/1/28 19:00:00,4.5,-0.8,3.2,0.3,157605,3.6,527,0.041,1.94,1
2023/1/28 20:00:00,4.6,-2.2,2.8,0.2,145651,3.4,517,0.042,1.77,4
2023/1/28 21:00:00,4.7,-3.1,1.9,-2.3,131533,3.3,502,0.047,1.65,3
2023/1/28 22:00:00,4.5,0.2,3.9,0.4,133689,3.6,516,0.039,1.85,1
2023/1/28 23:00:00,4.4,0.6,3.5,0.9,122647,3.4,507,0.04,1.69,-1
2023/1/29 0:00:00,4,0,2.8,1.5,111089,3.7,499,0.043,1.8,-2
2023/1/29 1:00:00,3.6,-1.8,1.6,1.8,101427,4.3,481,0.049,1.99,-1
2023/1/29 2:00:00,3.7,-1.5,1,0.2,95754,4.2,481,0.046,1.92,-1
2023/1/29 3:00:00,3.9,2.4,1.6,1.5,88243,4.4,489,0.041,2.05,2
2023/1/29 4:00:00,3.1,-0.4,2.6,0.3,93715,4.5,474,0.041,1.97,3
2023/1/29 5:00:00,3.8,-2.2,2.4,-1.5,83756,4.5,470,0.036,1.9,2
2023/1/29 6:00:00,2.6,-0.7,1.5,0.2,95398,5.1,480,0.04,2.28,4
2023/1/29 7:00:00,2.8,-0.6,1.4,0.1,93072,5.2,479,0.04,2.31,4
2023/1/29 8:00:00,3.1,1,1.4,1.3,74421,4.9,484,0.044,2.25,3
2023/1/29 9:00:00,3.9,2.6,1.3,1.8,67216,4.6,487,0.045,2.15,5
2023/1/29 10:00:00,4.7,3.8,1.6,2,66465,3.8,491,0.041,1.78,3
2023/1/29 11:00:00,4.5,3.1,2.1,1.7,68334,4.2,487,0.04,1.93,3
2023/1/29 12:00:00,4.2,2.2,3.1,0.7,79557,4.7,480,0.037,2.08,4
2023/1/29 13:00:00,4.1,-1.9,1.2,-2.2,92993,4.6,464,0.042,1.93,5
2023/1/29 14:00:00,3.8,-2.5,2,-1.6,103545,4.5,461,0.045,1.88,1
2023/1/29 15:00:00,4.2,-1.5,2.6,-1,91394,4,454,0.046,1.63,-4
2023/1/29 16:00:00,3.6,0.9,2.5,0.5,91246,4.3,466,0.04,1.81,-1
2023/1/29 17:00:00,3.2,-2.4,-1.3,0.6,98123,4.4,461,0.036,1.79,3
2023/1/29 18:00:00,3.8,-3.5,-1.1,-0.1,86953,4.2,461,0.033,1.69,5
2023/1/29 19:00:00,3.8,-3.6,-0.8,0.4,91958,3.9,463,0.039,1.61,4
2023/1/29 20:00:00,4.1,-3.9,0.6,0.2,80932,3.6,453,0.036,1.41,4
2023/1/29 21:00:00,3.9,-3.8,-0.1,-0.9,77983,3.7,454,0.036,1.46,5
2023/1/29 22:00:00,2.4,-1.6,0.9,-0.3,104730,4.1,465,0.033,1.68,8
2023/1/29 23:00:00,2.6,-1.8,1.6,-0.2,98219,4,460,0.032,1.59,7
2023/1/30 0:00:00,3.2,-0.3,0.9,0,67340,4.1,450,0.027,1.54,8
2023/1/30 1:00:00,3.5,3.2,0.3,0.9,46489,4.1,437,0.03,1.46,9
2023/1/30 2:00:00,3.4,3.4,0.1,-0.2,48485,4.6,428,0.031,1.58,9
2023/1/30 3:00:00,3.4,3.4,-0.4,-0.2,44804,4.2,422,0.033,1.41,7
2023/1/30 4:00:00,3.3,3.2,-0.4,-0.3,41583,4.4,419,0.032,1.46,6
2023/1/30 5:00:00,3.8,3.7,-0.6,-0.1,34072,4.4,421,0.029,1.45,7
2023/1/30 6:00:00,3.4,3.4,-0.5,-0.1,31076,4.2,414,0.029,1.34,6
2023/1/30 7:00:00,3.5,3.4,-0.3,-0.5,30707,4.5,410,0.031,1.42,6
2023/1/30 8:00:00,3.3,2.8,0.7,-1.3,34702,5,402,0.036,1.54,8
2023/1/30 9:00:00,4.3,3.9,-0.6,-1.1,36663,5.9,402,0.043,1.87,7
2023/1/30 10:00:00,4.6,4.2,0.8,0.8,35057,6.3,401,0.042,1.98,6
2023/1/30 11:00:00,4.6,3.8,2.3,-0.5,27516,6.6,393,0.031,1.91,8
2023/1/30 12:00:00,4.4,3.7,2.2,0.3,29746,7.4,392,0.029,2.12,8
2023/1/30 13:00:00,5,4.6,1.5,0.9,25043,7.8,394,0.025,2.22,12
2023/1/30 14:00:00,5.4,4.8,0.6,2.4,28220,9.1,395,0.033,2.68,18
2023/1/30 15:00:00,5.7,4.7,-0.2,3,33056,9.5,395,0.029,2.76,23
2023/1/30 16:00:00,5.8,3.9,1.2,3.8,39888,13.2,398,0.032,3.94,24
2023/1/30 17:00:00,6.2,0.9,2.9,4.8,43501,13.6,397,0.036,4.1,21
2023/1/30 18:00:00,6.8,-3.4,3.6,3.7,54327,15.2,386,0.027,4.19,23
2023/1/30 19:00:00,6.8,-3.9,5,-1.2,53354,16.2,381,0.032,4.43,25
2023/1/30 20:00:00,5.5,-4.3,1.4,-2.2,47187,14.6,377,0.032,3.91,18
2023/1/30 21:00:00,6.1,1.3,-2,-0.3,82332,9.6,414,0.041,3.2,7
2023/1/30 22:00:00,5.5,3,2.3,2.7,147312,5.6,475,0.045,2.49,1
2023/1/30 23:00:00,6.4,5.4,0.9,2.8,84256,4.7,469,0.051,2.08,0
2023/1/31 0:00:00,8,7.2,-1,3.3,59909,4.5,455,0.037,1.79,-1
2023/1/31 1:00:00,8.6,7.4,-2.9,3.1,63137,4.7,450,0.045,1.88,1
2023/1/31 2:00:00,8,7.3,-1.8,2.3,69591,5.3,454,0.056,2.23,4
2023/1/31 3:00:00,5.9,2.9,-2.5,0.4,131538,6.7,465,0.074,3.14,7
2023/1/31 4:00:00,3.7,0.6,-2.7,-1.1,150126,8.2,457,0.074,3.71,3
2023/1/31 5:00:00,6.6,3.8,-4.4,-2.8,106355,5.8,464,0.079,2.74,-3
2023/1/31 6:00:00,5.9,3.9,-2.3,-3.2,89034,5.9,450,0.063,2.5,-6
2023/1/31 7:00:00,5,3.2,-2.7,-2.1,98675,6.4,462,0.061,2.84,-9
2023/1/31 8:00:00,7,4.9,-3,-2.1,134911,3.9,484,0.069,1.95,-11
2023/1/31 9:00:00,7.1,5.8,-3.7,0,110197,4.1,478,0.049,1.87,-13
2023/1/31 10:00:00,7.8,6.4,-2.5,3,76010,3.7,465,0.02,1.44,-9
2023/1/31 11:00:00,7,6.1,0.1,3.1,102084,5.2,482,0.023,2.2,0
2023/1/31 12:00:00,6.6,5.8,-1.5,2,108845,5.6,482,0.025,2.39,3
2023/1/31 13:00:00,6.4,4,-4.2,0.7,144222,4.1,480,0.053,1.91,4
2023/1/31 14:00:00,6.5,1.7,-5.9,-0.2,163797,4,476,0.06,1.88,0
2023/1/31 15:00:00,6.6,3.5,-4.1,-2.6,126253,4,453,0.041,1.6,-5
2023/1/31 16:00:00,6.3,2.6,-0.4,-5.1,121373,3.9,452,0.033,1.51,-11
2023/1/31 17:00:00,5.7,-1.8,-3.2,-3.3,170601,3.1,455,0.052,1.29,-15
2023/1/31 18:00:00,4.3,0.6,-1.5,-0.9,118065,2.8,458,0.042,1.15,-20
2023/1/31 19:00:00,4.4,3.7,1.4,-1.4,96042,2.2,461,0.029,0.87,-20
2023/1/31 20:00:00,3.6,3.3,0.2,-0.8,80437,2.3,443,0.032,0.85,-16
2023/1/31 21:00:00,3,2.5,-0.6,-0.7,83234,1.9,449,0.036,0.73,-16
2023/1/31 22:00:00,3,1.5,-2.4,-0.4,70652,2.2,434,0.028,0.77,-10
2023/1/31 23:00:00,3,0.7,-2.8,-0.5,76136,2.2,436,0.026,0.77,-9
